11	Q0		193	1	1.675945520401001	CoveredText
11	Q0		137	2	1.6360018253326416	CoveredText
11	Q0		165	3	1.3708200454711914	CoveredText
11	Q0		152	4	1.3465278148651123	CoveredText
11	Q0		159	5	0.42301708459854126	CoveredText
11	Q0		126	6	0.3962186574935913	CoveredText
11	Q0		145	7	0.3962186574935913	CoveredText
11	Q0		162	8	0.27603545784950256	CoveredText
11	Q0		179	9	0.27603545784950256	CoveredText
11	Q0		175	10	0.22444172203540802	CoveredText
11	Q0		183	11	0.21287482976913452	CoveredText
11	Q0		185	12	0.203043133020401	CoveredText
11	Q0		161	13	0.18753919005393982	CoveredText
11	Q0		113	14	0.1647394746541977	CoveredText
11	Q0		122	15	0.1622796654701233	CoveredText
11	Q0		103	16	0.15722961723804474	CoveredText
11	Q0		189	17	0.14874105155467987	CoveredText
11	Q0		191	18	0.13341376185417175	CoveredText
11	Q0		164	19	0.12549470365047455	CoveredText
11	Q0		125	20	0.11685727536678314	CoveredText
11	Q0		119	21	0.08031661808490753	CoveredText
11	Q0		194	22	0.07966674864292145	CoveredText
11	Q0		111	23	0.07501567900180817	CoveredText
11	Q0		142	24	0.07501567900180817	CoveredText
11	Q0		163	25	0.06864634901285172	CoveredText
11	Q0		104	26	0.0656387209892273	CoveredText
11	Q0		173	27	0.060012541711330414	CoveredText
11	Q0		150	28	0.058740682899951935	CoveredText
11	Q0		124	29	0.058740682899951935	CoveredText
11	Q0		204	30	0.057595573365688324	CoveredText
11	Q0		186	31	0.056775014847517014	CoveredText
11	Q0		112	32	0.05144422873854637	CoveredText
11	Q0		171	33	0.04993155226111412	CoveredText
11	Q0		146	34	0.049580350518226624	CoveredText
11	Q0		199	35	0.0475119948387146	CoveredText
11	Q0		200	36	0.04700189083814621	CoveredText
11	Q0		151	37	0.0458119735121727	CoveredText
11	Q0		172	38	0.043873660266399384	CoveredText
11	Q0		180	39	0.04353274032473564	CoveredText
11	Q0		182	40	0.042198456823825836	CoveredText
11	Q0		195	41	0.041788868606090546	CoveredText
11	Q0		154	42	0.0397588312625885	CoveredText
11	Q0		136	43	0.03857129067182541	CoveredText
11	Q0		181	44	0.036712925881147385	CoveredText
11	Q0		143	45	0.036712925881147385	CoveredText
11	Q0		118	46	0.03594126179814339	CoveredText
11	Q0		188	47	0.03448725491762161	CoveredText
11	Q0		166	48	0.034127332270145416	CoveredText
