11	Q0		193	1	0.6707528687377553	docContent
11	Q0		137	2	0.6354500861726103	docContent
11	Q0		152	3	0.5487978016945271	docContent
12	Q0		127	1	0.4676742233417296	docContent
12	Q0		167	2	0.1773596088309379	docContent
12	Q0		203	3	0.15500871924045728	docContent
13	Q0		154	1	0.43033465275278876	docContent
13	Q0		200	2	0.3170886915020549	docContent
13	Q0		178	3	0.3170886915020549	docContent
14	Q0		103	1	0.9311761286572373	docContent
14	Q0		164	2	0.6234838209649293	docContent
14	Q0		179	3	0.535605274855534	docContent
15	Q0		179	1	1.192739665135576	docContent
15	Q0		103	2	0.944351869792676	docContent
15	Q0		162	3	0.9091847392025557	docContent
16	Q0		187	1	0.818639798488665	docContent
16	Q0		170	2	0.45479988804925825	docContent
16	Q0		192	3	0.3740913997840951	docContent
17	Q0		141	1	0.4463849239667879	docContent
17	Q0		194	2	0.4238101551106987	docContent
17	Q0		170	3	0.22804366078925267	docContent
18	Q0		170	1	0.453848306745032	docContent
18	Q0		203	2	0.39112575082348394	docContent
18	Q0		142	3	0.3633853904282116	docContent
19	Q0		129	1	0.43288952860741275	docContent
19	Q0		188	2	0.22558074447243212	docContent
19	Q0		146	3	0.22558074447243212	docContent
20	Q0		197	1	0.8218914586672773	docContent
20	Q0		189	2	0.2525503778337531	docContent
20	Q0		146	3	0.22675622726000558	docContent
